x y
-2		0
-1.99		0.0988400576
-1.98		0.1947354145
-1.97		0.2867862646
-1.96		0.3741490307
-1.95		0.4560436792
-1.94		0.5317602556
-1.93		0.6006645903
-1.92		0.6622031337
-1.91		0.715906891
-1.9		0.7613944332
-1.89		0.7983739748
-1.88		0.8266445132
-1.87		0.84609604
-1.86		0.8567088383
-1.85		0.8585518914
-1.84		0.8517804374
-1.83		0.8366327104
-1.82		0.8134259165
-1.81		0.782551501
-1.8		0.744469767
-1.79		0.6997039136
-1.78		0.6488335622
-1.77		0.5924878486
-1.76		0.5313381569
-1.75		0.4660905745
-1.74		0.3974781502
-1.73		0.3262530369
-1.72		0.2531785975
-1.71		0.1790215566
-1.7		0.1045442733
-1.69		0.0304972103
-1.68		-0.042388328
-1.67		-0.1134071234
-1.66		-0.1818865727
-1.65		-0.2471927626
-1.64		-0.3087360371
-1.63		-0.3659760121
-1.62		-0.4184259995
-1.61		-0.4656568061
-1.6		-0.5072998835
-1.59		-0.5430498094
-1.58		-0.5726660895
-1.57		-0.5959742741
-1.56		-0.612866394
-1.55		-0.6233007221
-1.54		-0.6273008793
-1.53		-0.6249543041
-1.52		-0.6164101155
-1.51		-0.6018764015
-1.5		-0.5816169729
-1.49		-0.5559476235
-1.48		-0.525231946
-1.47		-0.4898767526
-1.46		-0.4503271546
-1.45		-0.4070613571
-1.44		-0.3605852253
-1.43		-0.3114266831
-1.42		-0.2601300014
-1.41		-0.2072500364
-1.4		-0.1533464767
-1.39		-0.098978155
-1.38		-0.0446974821
-1.37		0.0089549455
-1.36		0.0614555127
-1.35		0.1123024813
-1.34		0.1610205695
-1.33		0.2071651771
-1.32		0.2503262198
-1.31		0.2901315432
-1.3		0.3262498897
-1.29		0.3583933987
-1.28		0.3863196232
-1.27		0.409833053
-1.26		0.4287861385
-1.25		0.4430798155
-1.24		0.4526635347
-1.23		0.457534806
-1.22		0.4577382721
-1.21		0.4533643288
-1.2		0.4445473161
-1.19		0.4314633057
-1.18		0.4143275155
-1.17		0.3933913842
-1.16		0.3689393419
-1.15		0.3412853149
-1.14		0.3107690052
-1.13		0.277751986
-1.12		0.2426136564
-1.11		0.205747097
-1.1		0.1675548723
-1.09		0.1284448207
-1.08		0.0888258748
-1.07		0.0491039546
-1.06		0.0096779708
