			x			  z
	-3.7000	-0.9982
	-3.6900	-0.9897
	-3.6800	-0.9810
	-3.6700	-0.9724
	-3.6600	-0.9636
	-3.6500	-0.9548
	-3.6400	-0.9459
	-3.6300	-0.9370
	-3.6200	-0.9280
	-3.6100	-0.9190
	-3.6000	-0.9099
	-3.5900	-0.9007
	-3.5800	-0.8915
	-3.5700	-0.8822
	-3.5600	-0.8729
	-3.5500	-0.8635
	-3.5400	-0.8541
	-3.5300	-0.8446
	-3.5200	-0.8350
	-3.5100	-0.8254
	-3.5000	-0.8158
	-3.4900	-0.8061
	-3.4800	-0.7964
	-3.4700	-0.7866
	-3.4600	-0.7768
	-3.4500	-0.7669
	-3.4400	-0.7570
	-3.4300	-0.7470
	-3.4200	-0.7370
	-3.4100	-0.7270
	-3.4000	-0.7169
	-3.3900	-0.7068
	-3.3800	-0.6966
	-3.3700	-0.6864
	-3.3600	-0.6762
	-3.3500	-0.6659
	-3.3400	-0.6556
	-3.3300	-0.6453
	-3.3200	-0.6349
	-3.3100	-0.6245
	-3.3000	-0.6140
	-3.2900	-0.6036
	-3.2800	-0.5931
	-3.2700	-0.5826
	-3.2600	-0.5720
	-3.2500	-0.5614
	-3.2400	-0.5508
	-3.2300	-0.5402
	-3.2200	-0.5295
	-3.2100	-0.5189
	-3.2000	-0.5082
	-3.1900	-0.4975
	-3.1800	-0.4867
	-3.1700	-0.4760
	-3.1600	-0.4652
	-3.1500	-0.4544
	-3.1400	-0.4436
	-3.1300	-0.4328
	-3.1200	-0.4220
	-3.1100	-0.4111
	-3.1000	-0.4003
	-3.0900	-0.3894
	-3.0800	-0.3785
	-3.0700	-0.3676
	-3.0600	-0.3568
	-3.0500	-0.3459
	-3.0400	-0.3350
	-3.0300	-0.3241
	-3.0200	-0.3131
	-3.0100	-0.3022
	-3.0000	-0.2913
	-2.9900	-0.2804
	-2.9800	-0.2695
	-2.9700	-0.2586
	-2.9600	-0.2477
	-2.9500	-0.2368
	-2.9400	-0.2258
	-2.9300	-0.2150
	-2.9200	-0.2041
	-2.9100	-0.1932
	-2.9000	-0.1823
	-2.8900	-0.1714
	-2.8800	-0.1606
	-2.8700	-0.1497
	-2.8600	-0.1389
	-2.8500	-0.1281
	-2.8400	-0.1173
	-2.8300	-0.1065
	-2.8200	-0.0957
	-2.8100	-0.0850
	-2.8000	-0.0742
	-2.7900	-0.0635
	-2.7800	-0.0528
	-2.7700	-0.0421
	-2.7600	-0.0315
	-2.7500	-0.0209
	-2.7400	-0.0103
	-2.7300	0.0003
	-2.7200	0.0109
	-2.7100	0.0214
	-2.7000	0.0319
	-2.6900	0.0424
	-2.6800	0.0528
	-2.6700	0.0632
	-2.6600	0.0736
	-2.6500	0.0839
	-2.6400	0.0942
	-2.6300	0.1045
