x y
0	0
0.02	0.1947354145
0.04	0.3741490307
0.06	0.5317602556
0.08	0.6622031337
0.1	0.7613944332
0.12	0.8266445132
0.14	0.8567088383
0.16	0.8517804374
0.18	0.8134259165
0.2	0.744469767
0.22	0.6488335622
0.24	0.5313381569
0.26	0.3974781502
0.28	0.2531785975
0.3	0.1045442733
0.32	-0.042388328
0.34	-0.1818865727
0.36	-0.3087360371
0.38	-0.4184259995
0.4	-0.5072998835
0.42	-0.5726660895
0.44	-0.612866394
0.46	-0.6273008793
0.48	-0.6164101155
0.5	-0.5816169729
0.52	-0.525231946
0.54	-0.4503271546
0.56	-0.3605852253
0.58	-0.2601300014
0.6	-0.1533464767
0.62	-0.0446974821
0.64	0.0614555127
0.66	0.1610205695
0.68	0.2503262198
0.7	0.3262498897
0.72	0.3863196232
0.74	0.4287861385
0.76	0.4526635347
0.78	0.4577382721
0.8	0.4445473161
0.82	0.4143275155
0.84	0.3689393419
0.86	0.3107690052
0.88	0.2426136564
0.9	0.1675548723
0.92	0.0888258748
0.94	0.0096779708
0.96	-0.0667484844
0.98	-0.1375436847
1	-0.2001341823
1.02	-0.2523712711
1.04	-0.2925991413
1.06	-0.3197009064
1.08	-0.3331215547
1.1	-0.3328678237
1.12	-0.3194859084
1.14	-0.2940187498
1.16	-0.2579453938
1.18	-0.2131055132
1.2	-0.1616126572
1.22	-0.1057600908
1.24	-0.0479232348
1.26	0.0095373127
1.28	0.0643683668
1.3	0.1145088759
1.32	0.1581637371
1.34	0.1938642199
1.36	0.2205131389
1.38	0.237413591
1.4	0.2442807664
1.42	0.2412370312
1.44	0.2287911327
1.46	0.2078029685
1.48	0.1794358785
1.5	0.1450988299
1.52	0.1063811751
1.54	0.0649828472
1.56	0.0226429292
1.58	-0.0189305225
1.6	-0.0581266772
1.62	-0.0934916965
1.64	-0.1237799612
1.66	-0.1479950704
1.68	-0.1654193971
1.7	-0.1756314818
1.72	-0.1785110547
1.74	-0.1742319721
1.76	-0.1632438224
1.78	-0.1462433689
1.8	-0.124137357
1.82	-0.0979984922
1.84	-0.0690165936
1.86	-0.0384470396
1.88	-0.0075586487
1.9	0.0224169273
1.92	0.0503323588
1.94	0.0751666164
1.96	0.0960603186
1.98	0.1123433124
2	0.1235537041
2.01	0.127171941
2.02	0.1294479246
2.03	0.1303854933
2.04	0.130001782
2.05	0.1283267875
2.06	0.1254028142
2.07	0.1212838079
2.08	0.1160345857
2.09	0.1097299737
2.1	0.1024538612
2.11	0.0942981825
2.12	0.0853618397
2.13	0.0757495764
2.14	0.0655708151
2.15	0.054938472
2.16	0.0439677591
2.17	0.0327749877
2.18	0.0214763846
2.19	0.0101869329
2.2	-0.000980753
2.21	-0.011917505
2.22	-0.0225186239
2.23	-0.0326848372
2.24	-0.0423231834
2.25	-0.0513478158
2.26	-0.0596807194
2.27	-0.067252335
2.28	-0.0740020872
2.29	-0.0798788115
2.3	-0.0848410793
2.31	-0.0888574185
2.32	-0.0919064317
2.33	-0.0939768096
2.34	-0.0950672448
2.35	-0.0951862468
2.36	-0.0943518622
2.37	-0.0925913059
2.38	-0.0899405074
2.39	-0.0864435795
2.4	-0.0821522155
2.41	-0.0771250224
2.42	-0.0714267985
2.43	-0.0651277634
2.44	-0.0583027495
2.45	-0.0510303622
2.46	-0.0433921203
2.47	-0.035471584
2.48	-0.0273534791
2.49	-0.0191228278
2.5	-0.0108640932
2.51	-0.0026603466
2.52	0.0054075351
2.53	0.013261634
2.54	0.0208277109
2.55	0.0280358745
2.56	0.0348211932
2.57	0.0411242462
2.58	0.0468916075
2.59	0.0520762612
2.6	0.0566379447
2.61	0.0605434166
2.62	0.0637666501
2.63	0.0662889504
2.64	0.0680989959
2.65	0.0691928055
2.66	0.0695736332
2.67	0.069251792
2.68	0.0682444112
2.69	0.0665751306
2.7	0.0642737346
2.71	0.061375734
2.72	0.057921897
2.73	0.053957738
2.74	0.049532969
2.75	0.0447009197
2.76	0.039517933
2.77	0.0340427426
2.78	0.0283358384
2.79	0.0224588278
2.8	0.016473798
2.81	0.0104426857
2.82	0.0044266619
2.83	-0.0015144646
2.84	-0.0073228174
2.85	-0.012942993
2.86	-0.018322565
2.87	-0.0234125488
2.88	-0.0281678234
2.89	-0.0325475053
2.9	-0.0365152732
2.91	-0.0400396406
2.92	-0.0430941746
2.93	-0.0456576597
2.94	-0.0477142071
2.95	-0.0492533072
2.96	-0.0502698287
2.97	-0.0507639629
2.98	-0.0507411169
2.99	-0.0502117557
3	-0.049191198
3.01	-0.0476993669
3.02	-0.0457604994
3.03	-0.0434028191
3.04	-0.0406581754
3.05	-0.037561653
3.06	-0.0341511577
3.07	-0.0304669818
3.08	-0.026551354
3.09	-0.0224479795
3.1	-0.0182015737
3.11	-0.0138573957
3.12	-0.0094607855
3.13	-0.0050567089
3.14	-0.0006893159
3.15	0.003598484
3.16	0.0077654264
3.17	0.0117722715
3.18	0.0155821559
3.19	0.0191609143
3.2	0.0224773669
3.21	0.0255035721
3.22	0.0282150418
3.23	0.0305909171
3.24	0.0326141051
3.25	0.0342713755
3.26	0.0355534156
3.27	0.0364548463
3.28	0.0369741978
3.29	0.0371138468
3.3	0.0368799165
3.31	0.0362821417
3.32	0.0353336994
